list-l-s,8,16,1,384,2232789,5814
list-id-s,8,16,1,384,322649,840
list-il-s,8,16,1,384,1319939,3437
list-dl-s,8,16,1,384,1111353,2894
list-idl-s,8,16,1,384,907642,2363
list-i-s,8,32,1,768,1099775,1431
list-d-s,8,32,1,768,968678,1261
list-l-s,8,32,1,768,6684311,8703
list-id-s,8,32,1,768,1604380,2089
list-il-s,8,32,1,768,7025725,9148
list-dl-s,8,32,1,768,8682781,11305
list-idl-s,8,32,1,768,6067714,7900
list-i-s,12,2,1,72,303059,4209
list-d-s,12,2,1,72,277100,3848
list-l-s,12,2,1,72,303650,4217
list-id-s,12,2,1,72,305620,4244
list-il-s,12,2,1,72,339251,4711
list-dl-s,12,2,1,72,320360,4449
list-idl-s,12,2,1,72,323505,4493
list-i-s,12,4,1,144,299812,2082
list-d-s,12,4,1,144,254093,1764
list-l-s,12,4,1,144,265458,1843
list-id-s,12,4,1,144,278582,1934
list-il-s,12,4,1,144,259192,1799
list-dl-s,12,4,1,144,282722,1963
list-idl-s,12,4,1,144,354239,2459
list-i-s,12,8,1,288,293308,1018
list-d-s,12,8,1,288,306110,1062
list-l-s,12,8,1,288,893298,3101
list-id-s,12,8,1,288,624211,2167
list-il-s,12,8,1,288,1330449,4619
list-dl-s,12,8,1,288,868038,3014
list-idl-s,12,8,1,288,1416639,4918
list-i-s,12,16,1,576,1223671,2124
list-d-s,12,16,1,576,967353,1679
list-l-s,12,16,1,576,4595987,7979
list-id-s,12,16,1,576,1095723,1902
list-il-s,12,16,1,576,5156026,8951
list-dl-s,12,16,1,576,3674298,6378
list-idl-s,12,16,1,576,6682140,11600
list-i-s,12,32,1,1152,4133741,3588
list-d-s,12,32,1,1152,4723084,4099
list-l-s,12,32,1,1152,20052809,17406
list-id-s,12,32,1,1152,3339579,2898
list-il-s,12,32,1,1152,21189164,18393
list-dl-s,12,32,1,1152,19950197,17317
list-idl-s,12,32,1,1152,19313603,16765
list-i-s,16,2,1,96,434638,4527
list-d-s,16,2,1,96,363246,3783
list-l-s,16,2,1,96,462790,4820
list-id-s,16,2,1,96,454051,4729
list-il-s,16,2,1,96,406407,4233
list-dl-s,16,2,1,96,377729,3934
list-idl-s,16,2,1,96,926635,9652
list-i-s,16,4,1,192,389017,2026
list-d-s,16,4,1,192,363595,1893
list-l-s,16,4,1,192,387183,2016
list-id-s,16,4,1,192,347635,1810
list-il-s,16,4,1,192,390688,2034
list-dl-s,16,4,1,192,393229,2048
list-idl-s,16,4,1,192,411649,2144
list-i-s,16,8,1,384,427443,1113
list-d-s,16,8,1,384,408775,1064
list-l-s,16,8,1,384,432072,1125
list-id-s,16,8,1,384,426076,1109
list-il-s,16,8,1,384,2031242,5289
list-dl-s,16,8,1,384,1999058,5205
list-idl-s,16,8,1,384,2373707,6181
list-i-s,16,16,1,768,2189205,2850
list-d-s,16,16,1,768,2163025,2816
list-l-s,16,16,1,768,7611273,9910
list-id-s,16,16,1,768,2096758,2730
list-il-s,16,16,1,768,9104508,11854
list-dl-s,16,16,1,768,9922711,12920
list-idl-s,16,16,1,768,9773780,12726
list-i-s,16,32,1,1536,6768587,4406
list-d-s,16,32,1,1536,6523660,4247
list-l-s,16,32,1,1536,37150041,24186
list-id-s,16,32,1,1536,7158941,4660
list-il-s,16,32,1,1536,37224006,24234
list-dl-s,16,32,1,1536,41925566,27295
list-idl-s,16,32,1,1536,36049195,23469
list-i-s,24,2,1,144,668930,4645
list-d-s,24,2,1,144,653702,4539
list-l-s,24,2,1,144,735922,5110
list-id-s,24,2,1,144,548329,3807
list-il-s,24,2,1,144,1692280,11751
list-dl-s,24,2,1,144,537448,3732
list-idl-s,24,2,1,144,492720,3421
list-i-s,24,4,1,288,560468,1946
list-d-s,24,4,1,288,517196,1795
list-l-s,24,4,1,288,653148,2267
list-id-s,24,4,1,288,657595,2283
list-il-s,24,4,1,288,591515,2053
list-dl-s,24,4,1,288,569391,1977
list-idl-s,24,4,1,288,610379,2119
list-i-s,24,8,1,576,602253,1045
list-d-s,24,8,1,576,577180,1002
list-l-s,24,8,1,576,5408670,9390
list-id-s,24,8,1,576,1710172,2969
list-il-s,24,8,1,576,5719814,9930
list-dl-s,24,8,1,576,8010314,13906
list-idl-s,24,8,1,576,6410540,11129
list-i-s,24,16,1,1152,5198785,4512
list-d-s,24,16,1,1152,4744627,4118
list-l-s,24,16,1,1152,28666991,24884
list-id-s,24,16,1,1152,4790553,4158
list-il-s,24,16,1,1152,38411444,33343
list-dl-s,24,16,1,1152,36459447,31648
list-idl-s,24,16,1,1152,44304485,38458
list-i-s,24,32,1,2304,15768069,6843
list-d-s,24,32,1,2304,17099321,7421
list-l-s,24,32,1,2304,124023341,53829
list-id-s,24,32,1,2304,20414676,8860
list-il-s,24,32,1,2304,106897211,46396
list-dl-s,24,32,1,2304,159110631,69058
list-idl-s,24,32,1,2304,128248064,55663
list-none-m,1,1000,1,3000,3863582,1287
list-none-s,1,1000,1,3000,3841695,1280
list-none-m,2,1000,1,6000,21388350,3564
list-none-s,2,1000,1,6000,33178724,5529
list-none-m,4,1000,1,12000,90442409,7536
list-none-s,4,1000,1,12000,283948318,23662
list-none-m,8,1000,1,24000,428109634,17837
list-none-s,8,1000,1,24000,1122841160,46785
list-none-m,12,1000,1,36000,1047766845,29104
list-none-s,12,1000,1,36000,5323097571,147863
list-none-m,16,1000,1,48000,1706736512,35557
list-none-s,16,1000,1,48000,5546159194,115544
list-none-m,24,1000,1,72000,4625095311,64237
list-none-s,24,1000,1,72000,18241403830,253352
